100 200
min 7 X1 + 9 X2 + 6 X3 + 6 X4 + 7 X5 + 9 X6 + 7 X7 + 7 X8 + 7 X9 + 8 X10 + 8 X11 + 8 X12 + 7 X13 + 9 X14 + 9 X15 + 7 X16 + 8 X17 + 8 X18 + 9 X19 + 8 X20 + 9 X21 + 8 X22 + 9 X23 + 6 X24 + 9 X25 + 8 X26 + 6 X27 + 8 X28 + 8 X29 + 9 X30 + 6 X31 + 9 X32 + 9 X33 + 6 X34 + 9 X35 + 6 X36 + 9 X37 + 7 X38 + 7 X39 + 7 X40 + 9 X41 + 9 X42 + 9 X43 + 6 X44 + 8 X45 + 8 X46 + 8 X47 + 7 X48 + 6 X49 + 7 X50 + 9 X51 + 6 X52 + 9 X53 + 8 X54 + 6 X55 + 8 X56 + 7 X57 + 6 X58 + 6 X59 + 9 X60 + 9 X61 + 6 X62 + 8 X63 + 8 X64 + 6 X65 + 7 X66 + 8 X67 + 6 X68 + 8 X69 + 6 X70 + 7 X71 + 8 X72 + 9 X73 + 6 X74 + 8 X75 + 8 X76 + 9 X77 + 6 X78 + 9 X79 + 9 X80 + 7 X81 + 8 X82 + 9 X83 + 6 X84 + 6 X85 + 9 X86 + 8 X87 + 7 X88 + 9 X89 + 9 X90 + 6 X91 + 9 X92 + 9 X93 + 8 X94 + 7 X95 + 6 X96 + 6 X97 + 6 X98 + 6 X99 + 8 X100
2 X1 + 4 X2 + 8 X3 + 8 X4 + 5 X5 + 6 X6 + 8 X7 + 3 X8 + 5 X9 + 1 X10 + 9 X11 + 4 X12 - 0 X13 + 3 X14 + 1 X15 - 0 X16 + 7 X17 + 5 X18 + 8 X19 + 9 X20 + 9 X21 + 9 X22 + 5 X23 - 0 X24 + 7 X25 + 2 X26 + 3 X27 + 2 X28 + 8 X29 + 6 X30 + 5 X31 - 0 X32 + 2 X33 + 3 X34 - 0 X35 + 7 X36 + 9 X37 + 1 X38 + 2 X39 + 6 X40 + 4 X41 + 3 X42 + 3 X43 + 6 X44 + 6 X45 + 6 X46 + 6 X47 + 5 X48 + 1 X49 + 5 X50 + 7 X51 + 3 X52 + 4 X53 + 2 X54 + 3 X55 + 3 X56 + 5 X57 + 6 X58 + 7 X59 + 5 X60 + 4 X61 + 3 X62 + 7 X63 + 8 X64 + 8 X65 + 7 X66 + 5 X67 - 0 X68 - 0 X69 + 9 X70 + 8 X71 + 6 X72 + 2 X73 + 3 X74 + 2 X75 - 0 X76 + 9 X77 + 1 X78 + 7 X79 + 3 X80 + 8 X81 + 4 X82 + 6 X83 + 4 X84 + 9 X85 + 9 X86 + 9 X87 + 6 X88 + 5 X89 + 6 X90 + 1 X91 + 1 X92 + 1 X93 + 8 X94 + 9 X95 - 0 X96 + 7 X97 + 6 X98 + 2 X99 - 0 X100 >= 255
0 X1 + 6 X2 + 9 X3 + 4 X4 + 1 X5 + 1 X6 + 5 X7 + 4 X8 + 8 X9 + 8 X10 + 4 X11 + 5 X12 + 4 X13 + 8 X14 + 6 X15 + 3 X16 + 9 X17 + 2 X18 - 0 X19 + 5 X20 + 5 X21 + 3 X22 + 9 X23 + 3 X24 + 2 X25 + 1 X26 + 2 X27 + 8 X28 + 3 X29 + 2 X30 + 5 X31 + 5 X32 + 1 X33 + 4 X34 + 9 X35 + 4 X36 + 7 X37 + 5 X38 - 0 X39 + 8 X40 + 3 X41 + 4 X42 + 5 X43 - 0 X44 + 4 X45 + 1 X46 + 5 X47 + 3 X48 + 5 X49 + 8 X50 - 0 X51 - 0 X52 + 1 X53 + 9 X54 + 3 X55 + 4 X56 - 0 X57 + 7 X58 + 4 X59 + 3 X60 - 0 X61 - 0 X62 + 1 X63 + 3 X64 + 6 X65 - 0 X66 + 7 X67 + 4 X68 + 7 X69 + 9 X70 + 4 X71 + 3 X72 + 3 X73 + 9 X74 + 3 X75 + 7 X76 - 0 X77 - 0 X78 + 2 X79 + 5 X80 + 8 X81 + 2 X82 + 5 X83 - 0 X84 + 2 X85 - 0 X86 + 6 X87 + 4 X88 + 9 X89 - 0 X90 - 0 X91 + 9 X92 + 2 X93 + 1 X94 + 4 X95 + 1 X96 + 1 X97 + 3 X98 + 7 X99 + 1 X100 >= 242
1 X1 + 6 X2 + 7 X3 - 0 X4 + 1 X5 + 6 X6 + 2 X7 + 1 X8 + 8 X9 + 7 X10 - 0 X11 + 1 X12 + 4 X13 + 2 X14 + 5 X15 + 6 X16 + 8 X17 + 9 X18 + 5 X19 - 0 X20 + 9 X21 + 7 X22 + 5 X23 - 0 X24 + 1 X25 + 6 X26 + 4 X27 + 7 X28 + 3 X29 + 5 X30 + 9 X31 + 4 X32 + 3 X33 + 7 X34 + 6 X35 + 4 X36 + 5 X37 + 8 X38 + 5 X39 + 4 X40 + 7 X41 + 7 X42 + 5 X43 + 3 X44 + 1 X45 + 2 X46 + 9 X47 + 1 X48 + 1 X49 + 6 X50 + 2 X51 + 1 X52 + 3 X53 + 7 X54 + 1 X55 + 7 X56 + 5 X57 + 7 X58 + 6 X59 + 8 X60 + 4 X61 + 5 X62 + 4 X63 + 7 X64 + 4 X65 - 0 X66 + 3 X67 - 0 X68 + 8 X69 + 9 X70 + 6 X71 + 5 X72 + 8 X73 + 1 X74 + 8 X75 - 0 X76 + 3 X77 + 9 X78 + 1 X79 + 6 X80 + 5 X81 + 5 X82 + 7 X83 + 1 X84 + 4 X85 + 1 X86 - 0 X87 + 9 X88 + 8 X89 + 6 X90 + 9 X91 + 5 X92 + 3 X93 + 3 X94 + 2 X95 - 0 X96 + 3 X97 + 6 X98 - 0 X99 + 1 X100 >= 197
8 X1 + 8 X2 + 7 X3 + 1 X4 + 8 X5 + 9 X6 + 4 X7 + 9 X8 + 1 X9 + 2 X10 + 7 X11 + 8 X12 - 0 X13 + 8 X14 + 3 X15 + 3 X16 - 0 X17 + 4 X18 + 3 X19 + 6 X20 + 4 X21 + 8 X22 + 1 X23 + 7 X24 + 3 X25 + 1 X26 + 1 X27 + 9 X28 + 3 X29 + 4 X30 + 8 X31 + 1 X32 + 5 X33 + 5 X34 + 2 X35 + 3 X36 + 5 X37 + 8 X38 + 3 X39 + 8 X40 + 1 X41 - 0 X42 + 8 X43 + 3 X44 - 0 X45 + 1 X46 + 6 X47 - 0 X48 + 8 X49 + 1 X50 + 8 X51 + 2 X52 + 2 X53 + 9 X54 + 9 X55 + 5 X56 + 1 X57 + 2 X58 + 6 X59 + 4 X60 + 7 X61 + 4 X62 + 8 X63 + 2 X64 + 1 X65 - 0 X66 + 7 X67 + 8 X68 + 9 X69 + 2 X70 + 8 X71 + 2 X72 + 2 X73 + 7 X74 + 5 X75 + 4 X76 - 0 X77 + 3 X78 + 6 X79 + 8 X80 + 6 X81 + 4 X82 - 0 X83 + 8 X84 + 6 X85 + 2 X86 + 3 X87 + 7 X88 + 6 X89 + 9 X90 + 3 X91 + 3 X92 + 5 X93 + 3 X94 + 7 X95 + 9 X96 + 4 X97 + 7 X98 + 7 X99 + 5 X100 >= 299
8 X1 + 7 X2 + 2 X3 + 5 X4 + 4 X5 + 8 X6 + 7 X7 + 9 X8 + 5 X9 + 6 X10 + 5 X11 + 9 X12 + 8 X13 + 4 X14 + 5 X15 + 2 X16 + 9 X17 + 4 X18 + 9 X19 + 1 X20 - 0 X21 + 4 X22 + 8 X23 + 3 X24 + 4 X25 + 7 X26 + 9 X27 + 1 X28 + 7 X29 + 4 X30 - 0 X31 + 5 X32 + 3 X33 + 4 X34 + 2 X35 + 9 X36 + 3 X37 + 9 X38 - 0 X39 - 0 X40 + 5 X41 + 6 X42 + 9 X43 + 6 X44 + 2 X45 + 7 X46 + 8 X47 + 3 X48 + 3 X49 + 9 X50 + 4 X51 + 5 X52 + 6 X53 + 3 X54 + 1 X55 - 0 X56 + 2 X57 - 0 X58 + 3 X59 + 9 X60 + 7 X61 + 3 X62 + 6 X63 + 2 X64 - 0 X65 + 8 X66 + 2 X67 + 5 X68 + 8 X69 + 2 X70 + 5 X71 + 5 X72 - 0 X73 + 6 X74 + 1 X75 + 4 X76 + 5 X77 + 2 X78 + 8 X79 + 1 X80 + 3 X81 + 4 X82 + 6 X83 + 9 X84 + 9 X85 + 7 X86 + 9 X87 + 2 X88 + 8 X89 + 4 X90 + 1 X91 + 5 X92 + 8 X93 + 8 X94 + 9 X95 - 0 X96 + 8 X97 + 1 X98 + 5 X99 + 6 X100 >= 246
0 X1 + 2 X2 + 8 X3 + 8 X4 + 5 X5 + 3 X6 + 4 X7 + 9 X8 + 3 X9 + 5 X10 + 5 X11 + 7 X12 + 3 X13 + 4 X14 + 7 X15 + 1 X16 + 6 X17 + 9 X18 + 1 X19 - 0 X20 + 2 X21 + 8 X22 - 0 X23 + 2 X24 + 7 X25 - 0 X26 + 1 X27 + 1 X28 + 7 X29 + 9 X30 + 7 X31 + 9 X32 + 3 X33 + 7 X34 + 8 X35 + 9 X36 - 0 X37 + 4 X38 - 0 X39 + 5 X40 + 9 X41 + 7 X42 + 3 X43 + 2 X44 + 2 X45 + 2 X46 + 5 X47 - 0 X48 + 3 X49 + 6 X50 + 2 X51 + 7 X52 + 4 X53 + 3 X54 - 0 X55 + 4 X56 + 5 X57 + 3 X58 + 5 X59 + 3 X60 + 2 X61 + 4 X62 + 2 X63 + 6 X64 + 1 X65 + 2 X66 + 7 X67 + 4 X68 + 6 X69 + 7 X70 + 9 X71 + 7 X72 + 7 X73 + 4 X74 + 2 X75 + 9 X76 + 6 X77 + 7 X78 + 1 X79 + 1 X80 + 4 X81 + 3 X82 + 9 X83 - 0 X84 + 8 X85 + 1 X86 + 4 X87 + 6 X88 + 4 X89 + 9 X90 + 1 X91 + 6 X92 + 3 X93 + 5 X94 + 2 X95 + 7 X96 + 8 X97 + 9 X98 + 1 X99 + 4 X100 >= 129
0 X1 + 2 X2 + 6 X3 + 7 X4 + 4 X5 + 7 X6 + 3 X7 + 3 X8 - 0 X9 + 7 X10 + 9 X11 + 3 X12 + 6 X13 - 0 X14 + 4 X15 + 7 X16 + 6 X17 + 2 X18 + 1 X19 + 8 X20 + 3 X21 + 9 X22 + 3 X23 + 8 X24 + 2 X25 - 0 X26 + 8 X27 + 3 X28 + 1 X29 + 3 X30 + 4 X31 + 4 X32 + 7 X33 + 2 X34 + 1 X35 + 3 X36 + 9 X37 + 6 X38 + 6 X39 + 9 X40 + 3 X41 + 6 X42 + 5 X43 + 1 X44 + 8 X45 + 1 X46 - 0 X47 + 6 X48 + 3 X49 + 3 X50 + 4 X51 + 8 X52 + 3 X53 + 8 X54 + 8 X55 + 7 X56 - 0 X57 + 7 X58 + 2 X59 + 4 X60 - 0 X61 + 7 X62 + 8 X63 + 9 X64 + 9 X65 + 1 X66 + 2 X67 + 1 X68 + 7 X69 - 0 X70 + 2 X71 + 3 X72 + 8 X73 + 7 X74 + 4 X75 + 8 X76 - 0 X77 + 7 X78 + 5 X79 + 5 X80 - 0 X81 + 1 X82 + 3 X83 + 3 X84 + 1 X85 + 2 X86 + 2 X87 + 2 X88 + 1 X89 + 5 X90 + 6 X91 + 3 X92 + 2 X93 + 6 X94 + 2 X95 + 3 X96 + 9 X97 + 6 X98 + 4 X99 + 6 X100 >= 208
7 X1 + 1 X2 + 7 X3 + 6 X4 + 8 X5 + 5 X6 + 7 X7 + 5 X8 + 2 X9 + 2 X10 + 5 X11 + 4 X12 + 8 X13 + 1 X14 + 5 X15 + 2 X16 + 3 X17 + 7 X18 + 3 X19 + 8 X20 + 5 X21 + 6 X22 - 0 X23 + 3 X24 - 0 X25 + 4 X26 + 2 X27 + 6 X28 - 0 X29 + 1 X30 + 6 X31 + 7 X32 + 2 X33 + 3 X34 + 4 X35 - 0 X36 + 1 X37 + 3 X38 + 7 X39 + 3 X40 + 7 X41 + 5 X42 + 7 X43 + 7 X44 + 6 X45 + 3 X46 + 9 X47 + 9 X48 + 2 X49 + 4 X50 + 8 X51 - 0 X52 + 2 X53 - 0 X54 + 3 X55 + 2 X56 + 6 X57 + 6 X58 - 0 X59 + 7 X60 + 7 X61 + 7 X62 + 6 X63 + 9 X64 + 2 X65 - 0 X66 + 2 X67 + 3 X68 + 3 X69 + 1 X70 + 9 X71 + 3 X72 + 6 X73 + 6 X74 - 0 X75 + 2 X76 + 1 X77 - 0 X78 + 2 X79 + 6 X80 + 6 X81 + 2 X82 + 6 X83 + 1 X84 + 4 X85 + 1 X86 + 3 X87 + 1 X88 + 7 X89 + 6 X90 - 0 X91 + 4 X92 + 5 X93 + 6 X94 + 6 X95 + 9 X96 + 9 X97 - 0 X98 + 3 X99 + 2 X100 >= 101
4 X1 + 7 X2 + 8 X3 + 2 X4 + 8 X5 + 2 X6 + 6 X7 - 0 X8 + 6 X9 + 2 X10 + 6 X11 + 8 X12 - 0 X13 + 7 X14 + 5 X15 + 1 X16 + 3 X17 + 6 X18 + 1 X19 + 1 X20 + 8 X21 + 7 X22 + 8 X23 + 4 X24 + 3 X25 + 7 X26 + 3 X27 + 5 X28 + 2 X29 + 8 X30 + 7 X31 + 6 X32 + 5 X33 + 7 X34 + 9 X35 + 3 X36 + 1 X37 + 5 X38 + 3 X39 + 8 X40 + 9 X41 + 2 X42 + 8 X43 + 9 X44 + 1 X45 + 3 X46 + 2 X47 + 4 X48 + 9 X49 + 3 X50 + 7 X51 + 9 X52 + 1 X53 + 5 X54 + 4 X55 + 6 X56 + 3 X57 + 9 X58 + 2 X59 + 5 X60 + 7 X61 + 1 X62 + 4 X63 + 5 X64 - 0 X65 + 3 X66 + 8 X67 + 1 X68 - 0 X69 + 4 X70 + 9 X71 + 9 X72 + 6 X73 + 8 X74 - 0 X75 + 9 X76 + 3 X77 + 4 X78 + 4 X79 + 3 X80 + 8 X81 + 3 X82 + 4 X83 + 1 X84 + 9 X85 + 8 X86 + 9 X87 + 4 X88 + 8 X89 + 1 X90 + 9 X91 + 7 X92 + 4 X93 + 5 X94 + 2 X95 + 6 X96 + 8 X97 + 3 X98 + 8 X99 - 0 X100 >= 147
9 X1 + 9 X2 + 5 X3 + 9 X4 + 1 X5 + 4 X6 + 3 X7 + 6 X8 - 0 X9 + 8 X10 + 6 X11 + 4 X12 + 2 X13 + 7 X14 + 5 X15 + 3 X16 + 6 X17 + 9 X18 + 3 X19 - 0 X20 - 0 X21 + 2 X22 + 6 X23 + 6 X24 + 5 X25 + 3 X26 + 4 X27 - 0 X28 + 3 X29 + 7 X30 + 9 X31 + 4 X32 + 6 X33 + 6 X34 + 6 X35 + 8 X36 - 0 X37 + 9 X38 + 6 X39 + 3 X40 + 9 X41 + 2 X42 + 9 X43 + 3 X44 + 9 X45 + 4 X46 + 6 X47 + 7 X48 + 3 X49 + 1 X50 + 9 X51 + 3 X52 + 4 X53 + 8 X54 + 9 X55 + 1 X56 + 1 X57 + 6 X58 + 1 X59 + 6 X60 + 3 X61 - 0 X62 + 2 X63 + 1 X64 + 6 X65 + 8 X66 + 1 X67 + 8 X68 + 9 X69 + 7 X70 + 3 X71 + 8 X72 + 9 X73 + 2 X74 + 4 X75 - 0 X76 + 6 X77 - 0 X78 - 0 X79 + 1 X80 + 4 X81 + 9 X82 + 5 X83 + 8 X84 + 7 X85 + 6 X86 + 9 X87 - 0 X88 + 2 X89 + 2 X90 + 8 X91 + 7 X92 + 2 X93 + 1 X94 + 1 X95 - 0 X96 + 9 X97 + 2 X98 + 8 X99 + 1 X100 >= 140
2 X1 + 9 X2 + 1 X3 + 6 X4 + 3 X5 + 4 X6 + 3 X7 + 6 X8 + 4 X9 + 4 X10 - 0 X11 + 5 X12 + 1 X13 - 0 X14 + 3 X15 + 8 X16 + 1 X17 + 5 X18 + 2 X19 + 3 X20 + 4 X21 + 2 X22 + 7 X23 + 7 X24 + 3 X25 + 7 X26 + 8 X27 + 5 X28 + 7 X29 + 9 X30 + 7 X31 + 1 X32 + 1 X33 + 1 X34 + 8 X35 + 4 X36 + 5 X37 + 3 X38 + 2 X39 + 9 X40 + 7 X41 + 4 X42 + 4 X43 + 1 X44 + 4 X45 + 9 X46 + 9 X47 + 7 X48 + 7 X49 + 1 X50 - 0 X51 + 3 X52 + 3 X53 + 7 X54 - 0 X55 + 8 X56 + 4 X57 + 8 X58 + 4 X59 + 4 X60 - 0 X61 + 1 X62 + 5 X63 + 1 X64 + 2 X65 + 3 X66 + 7 X67 + 9 X68 + 6 X69 - 0 X70 + 8 X71 + 6 X72 + 6 X73 + 5 X74 + 7 X75 + 3 X76 + 6 X77 + 8 X78 - 0 X79 + 5 X80 + 1 X81 + 1 X82 + 8 X83 + 7 X84 + 8 X85 - 0 X86 + 5 X87 + 5 X88 + 1 X89 + 9 X90 + 1 X91 + 1 X92 + 3 X93 + 6 X94 + 2 X95 + 7 X96 + 2 X97 + 9 X98 + 7 X99 - 0 X100 >= 131
7 X1 + 6 X2 + 8 X3 + 4 X4 + 5 X5 + 1 X6 + 3 X7 + 3 X8 + 1 X9 + 8 X10 + 5 X11 + 2 X12 + 9 X13 + 2 X14 + 3 X15 + 9 X16 + 7 X17 - 0 X18 - 0 X19 + 9 X20 + 3 X21 + 1 X22 + 4 X23 + 9 X24 + 5 X25 + 1 X26 + 3 X27 + 5 X28 - 0 X29 + 4 X30 + 6 X31 - 0 X32 + 2 X33 + 4 X34 + 6 X35 + 8 X36 + 7 X37 + 9 X38 + 3 X39 + 9 X40 - 0 X41 - 0 X42 + 3 X43 + 9 X44 + 2 X45 + 8 X46 - 0 X47 + 2 X48 - 0 X49 + 1 X50 + 3 X51 + 3 X52 + 4 X53 + 7 X54 + 5 X55 - 0 X56 - 0 X57 - 0 X58 + 7 X59 + 3 X60 + 4 X61 + 3 X62 + 5 X63 + 9 X64 - 0 X65 + 1 X66 + 9 X67 + 7 X68 + 1 X69 + 2 X70 + 8 X71 + 1 X72 + 3 X73 + 4 X74 + 2 X75 + 7 X76 + 2 X77 + 2 X78 + 1 X79 + 5 X80 + 5 X81 + 4 X82 + 8 X83 - 0 X84 + 3 X85 + 5 X86 + 2 X87 + 6 X88 + 6 X89 + 9 X90 + 9 X91 + 2 X92 + 4 X93 + 4 X94 + 1 X95 + 4 X96 + 5 X97 - 0 X98 + 4 X99 + 8 X100 >= 175
4 X1 + 1 X2 + 8 X3 + 8 X4 + 3 X5 + 7 X6 + 3 X7 + 8 X8 + 9 X9 + 8 X10 + 3 X11 + 3 X12 + 8 X13 + 5 X14 + 7 X15 + 6 X16 + 7 X17 + 5 X18 + 2 X19 + 8 X20 + 4 X21 + 6 X22 + 3 X23 - 0 X24 + 8 X25 + 9 X26 + 7 X27 - 0 X28 + 5 X29 + 8 X30 + 5 X31 - 0 X32 + 9 X33 + 5 X34 - 0 X35 + 5 X36 + 3 X37 + 3 X38 + 3 X39 + 2 X40 + 3 X41 + 8 X42 + 7 X43 + 2 X44 + 4 X45 + 6 X46 + 8 X47 + 3 X48 + 1 X49 + 2 X50 + 4 X51 + 7 X52 + 8 X53 + 9 X54 + 7 X55 + 8 X56 - 0 X57 + 7 X58 + 1 X59 + 6 X60 + 5 X61 + 6 X62 + 8 X63 + 6 X64 + 4 X65 + 8 X66 + 3 X67 + 9 X68 + 4 X69 + 6 X70 + 1 X71 + 7 X72 + 7 X73 - 0 X74 + 1 X75 + 1 X76 + 7 X77 + 1 X78 + 6 X79 + 8 X80 + 3 X81 - 0 X82 + 8 X83 + 4 X84 + 9 X85 + 5 X86 + 2 X87 - 0 X88 + 4 X89 + 3 X90 + 8 X91 + 9 X92 + 2 X93 + 6 X94 + 8 X95 + 8 X96 + 6 X97 + 1 X98 + 7 X99 + 2 X100 >= 280
0 X1 - 0 X2 + 7 X3 - 0 X4 + 3 X5 - 0 X6 + 9 X7 + 5 X8 + 6 X9 - 0 X10 - 0 X11 + 9 X12 + 8 X13 + 4 X14 - 0 X15 + 3 X16 + 9 X17 - 0 X18 - 0 X19 + 4 X20 - 0 X21 + 9 X22 + 6 X23 + 8 X24 + 9 X25 + 6 X26 + 7 X27 + 1 X28 + 3 X29 + 9 X30 + 1 X31 + 5 X32 + 1 X33 - 0 X34 + 6 X35 + 5 X36 - 0 X37 + 5 X38 - 0 X39 + 8 X40 + 5 X41 - 0 X42 + 7 X43 + 3 X44 + 7 X45 + 8 X46 + 9 X47 + 6 X48 - 0 X49 + 9 X50 - 0 X51 + 1 X52 - 0 X53 + 9 X54 + 9 X55 - 0 X56 + 5 X57 + 6 X58 + 3 X59 + 1 X60 + 8 X61 + 6 X62 + 6 X63 + 9 X64 + 6 X65 + 4 X66 + 4 X67 + 6 X68 + 2 X69 + 6 X70 + 6 X71 + 9 X72 + 9 X73 + 4 X74 + 5 X75 + 8 X76 + 4 X77 + 6 X78 + 4 X79 + 4 X80 + 5 X81 + 6 X82 + 7 X83 + 7 X84 + 7 X85 + 9 X86 + 9 X87 + 5 X88 + 7 X89 + 4 X90 + 6 X91 + 5 X92 - 0 X93 + 4 X94 + 5 X95 + 6 X96 + 1 X97 + 1 X98 + 4 X99 + 3 X100 >= 130
1 X1 + 2 X2 + 1 X3 + 7 X4 + 9 X5 + 9 X6 + 1 X7 + 5 X8 + 3 X9 + 7 X10 + 2 X11 + 1 X12 + 5 X13 - 0 X14 + 9 X15 + 4 X16 + 1 X17 + 4 X18 + 3 X19 + 6 X20 + 2 X21 + 9 X22 + 6 X23 + 6 X24 + 6 X25 + 5 X26 + 7 X27 + 9 X28 + 1 X29 + 2 X30 + 9 X31 + 2 X32 + 7 X33 - 0 X34 + 1 X35 + 6 X36 + 9 X37 + 2 X38 + 4 X39 + 4 X40 - 0 X41 + 6 X42 + 8 X43 + 7 X44 + 8 X45 + 7 X46 + 3 X47 + 2 X48 + 1 X49 + 6 X50 + 8 X51 + 5 X52 + 5 X53 + 6 X54 + 3 X55 + 3 X56 + 3 X57 + 3 X58 + 3 X59 + 5 X60 + 5 X61 + 4 X62 + 7 X63 + 4 X64 + 5 X65 + 9 X66 + 1 X67 + 6 X68 + 3 X69 + 7 X70 + 3 X71 + 5 X72 + 3 X73 + 1 X74 + 2 X75 + 4 X76 + 8 X77 + 5 X78 + 6 X79 + 1 X80 + 4 X81 + 6 X82 + 8 X83 + 1 X84 + 2 X85 + 1 X86 + 5 X87 + 6 X88 + 4 X89 - 0 X90 + 3 X91 - 0 X92 + 4 X93 - 0 X94 + 4 X95 + 1 X96 + 1 X97 + 7 X98 + 8 X99 + 7 X100 >= 174
3 X1 + 2 X2 - 0 X3 + 4 X4 + 7 X5 + 6 X6 + 4 X7 + 2 X8 + 2 X9 + 7 X10 + 6 X11 - 0 X12 + 5 X13 - 0 X14 + 4 X15 + 6 X16 + 5 X17 + 2 X18 + 1 X19 + 5 X20 + 5 X21 + 3 X22 + 9 X23 + 8 X24 + 9 X25 + 1 X26 + 1 X27 + 9 X28 + 1 X29 + 8 X30 + 5 X31 + 4 X32 + 1 X33 + 7 X34 - 0 X35 + 8 X36 + 3 X37 + 4 X38 + 2 X39 + 7 X40 + 3 X41 + 1 X42 + 7 X43 + 8 X44 + 1 X45 + 2 X46 + 6 X47 + 8 X48 + 6 X49 + 9 X50 + 3 X51 + 2 X52 + 4 X53 + 4 X54 - 0 X55 + 4 X56 + 7 X57 + 1 X58 + 3 X59 + 8 X60 - 0 X61 - 0 X62 + 4 X63 + 3 X64 + 8 X65 + 6 X66 + 3 X67 + 1 X68 + 2 X69 + 7 X70 + 9 X71 + 5 X72 - 0 X73 + 8 X74 + 5 X75 + 1 X76 + 2 X77 + 2 X78 + 9 X79 + 9 X80 + 3 X81 + 4 X82 + 1 X83 + 8 X84 + 1 X85 + 3 X86 + 2 X87 + 8 X88 + 4 X89 + 7 X90 + 9 X91 + 6 X92 + 7 X93 + 5 X94 + 1 X95 + 5 X96 + 2 X97 + 6 X98 + 9 X99 + 4 X100 >= 164
8 X1 - 0 X2 + 4 X3 + 8 X4 + 5 X5 + 8 X6 + 3 X7 + 9 X8 + 9 X9 + 2 X10 + 3 X11 + 4 X12 + 5 X13 + 1 X14 + 7 X15 + 8 X16 + 5 X17 + 5 X18 + 4 X19 + 2 X20 + 6 X21 + 3 X22 + 1 X23 + 2 X24 + 4 X25 + 7 X26 + 4 X27 + 3 X28 + 6 X29 + 8 X30 + 7 X31 + 6 X32 + 8 X33 + 3 X34 + 6 X35 + 6 X36 + 3 X37 + 9 X38 + 7 X39 + 3 X40 + 3 X41 - 0 X42 + 9 X43 + 8 X44 + 3 X45 + 6 X46 + 8 X47 + 8 X48 + 3 X49 + 3 X50 + 2 X51 - 0 X52 + 8 X53 + 4 X54 + 2 X55 + 4 X56 + 3 X57 + 8 X58 + 7 X59 + 1 X60 + 6 X61 + 6 X62 + 7 X63 + 7 X64 + 2 X65 + 3 X66 + 5 X67 + 5 X68 + 5 X69 + 2 X70 + 8 X71 + 8 X72 + 5 X73 + 7 X74 + 9 X75 + 8 X76 + 5 X77 + 7 X78 + 9 X79 + 9 X80 + 2 X81 + 3 X82 + 1 X83 - 0 X84 + 9 X85 + 5 X86 + 5 X87 + 2 X88 + 3 X89 + 4 X90 + 3 X91 + 1 X92 + 1 X93 + 2 X94 + 8 X95 + 3 X96 + 8 X97 + 3 X98 + 8 X99 + 3 X100 >= 178
9 X1 + 3 X2 + 3 X3 + 8 X4 + 2 X5 + 3 X6 + 4 X7 - 0 X8 + 2 X9 + 5 X10 + 2 X11 + 8 X12 + 8 X13 + 5 X14 + 7 X15 + 3 X16 + 2 X17 - 0 X18 + 8 X19 + 6 X20 + 5 X21 + 9 X22 + 9 X23 + 8 X24 + 8 X25 + 2 X26 + 8 X27 + 3 X28 + 3 X29 + 3 X30 + 1 X31 + 4 X32 + 6 X33 + 6 X34 + 2 X35 + 9 X36 - 0 X37 + 8 X38 + 9 X39 + 4 X40 + 5 X41 + 3 X42 + 2 X43 + 3 X44 - 0 X45 - 0 X46 + 8 X47 + 2 X48 + 2 X49 + 6 X50 + 1 X51 + 9 X52 + 6 X53 - 0 X54 + 9 X55 + 6 X56 + 5 X57 + 7 X58 + 9 X59 + 8 X60 - 0 X61 + 3 X62 + 4 X63 + 9 X64 + 9 X65 + 6 X66 + 8 X67 + 9 X68 + 5 X69 + 9 X70 + 4 X71 + 2 X72 + 4 X73 + 8 X74 + 6 X75 + 5 X76 - 0 X77 + 4 X78 + 7 X79 + 4 X80 + 3 X81 + 8 X82 + 4 X83 + 9 X84 + 9 X85 + 5 X86 + 7 X87 + 6 X88 + 5 X89 + 6 X90 + 6 X91 + 7 X92 + 1 X93 - 0 X94 + 6 X95 + 1 X96 + 6 X97 + 4 X98 + 2 X99 + 3 X100 >= 273
